,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
7685,Female,No,33.0,No,Healthcare,1.0,Low,3.0,4.0,3.315,6.806,3.7889999999999997,3.9330000000000003,B
7686,Male,No,23.0,No,Healthcare,0.0,Low,4.0,3.0,3.108,2.895,1.672,5.916,D
7687,Female,Yes,36.0,Yes,Artist,5.0,average,3.0,6.0,7.104,9.66,10.089,9.95,C
7689,Male,Yes,26.0,Yes,Healthcare,6.0,Low,2.0,6.0,7.827000000000001,0.092,4.437,6.6739999999999995,D
7690,Female,No,41.0,Yes,Artist,9.0,Low,1.0,6.0,3.017,2.697,2.436,1.4509999999999998,B
7691,Male,No,23.0,No,Healthcare,1.0,Low,5.0,4.0,15.284,12.501,1.653,8.417,D
7692,Male,Yes,51.0,Yes,Executive,1.0,Average,5.0,6.0,9.599,0.053,14.824000000000002,7.735,C
7693,Female,Yes,81.0,Yes,Homemaker,0.0,High,2.0,6.0,-0.72,4.503,7.736000000000001,1.04,B
7694,Male,Yes,61.0,No,Marketing,1.0,average,4.0,4.0,8.951,2.8369999999999997,6.129,1.44,D
7695,Male,Yes,77.0,Yes,Lawyer,0.0,High,2.0,6.0,3.306,9.43,4.448,2.199,B
7696,Female,Yes,50.0,Yes,Artist,4.0,Low,2.0,6.0,5.3420000000000005,6.059,8.338,1.1340000000000001,B
7697,Male,No,29.0,No,Doctor,1.0,Low,5.0,4.0,6.6370000000000005,7.939,8.96,-2.164,D
7698,Female,Yes,43.0,Yes,Artist,0.0,average,4.0,6.0,18.204,6.197,15.626,3.7880000000000003,C
7699,Female,Yes,69.0,Yes,Engineer,1.0,Low,1.0,4.0,8.156,8.573,2.8080000000000003,4.105,A
7700,Female,No,21.0,No,Healthcare,1.0,Low,4.0,2.0,13.69,1.9569999999999999,12.975,2.262,D
7701,Female,No,30.0,No,Healthcare,3.0,Low,3.0,4.0,-1.508,3.266,7.138,1.3259999999999998,B
7702,Female,Yes,49.0,Yes,Engineer,1.0,Low,1.0,4.0,6.136,3.793,4.498,0.722,B
7703,Female,Yes,49.0,No,Engineer,1.0,average,4.0,6.0,7.815,7.313,5.092,5.622999999999999,A
7704,Female,Yes,81.0,Yes,Lawyer,1.0,High,2.0,6.0,1.6440000000000001,4.268,4.878,4.54,A
7705,Male,No,29.0,No,Artist,0.0,Low,5.0,4.0,3.096,1.222,6.7829999999999995,1.993,A
7706,Male,Yes,50.0,Yes,Entertainment,1.0,Low,1.0,6.0,5.572,9.452,5.1,6.361000000000001,A
7707,Male,Yes,57.0,Yes,Artist,1.0,Average,2.0,3.0,18.014,1.876,4.9110000000000005,4.646,C
7708,Male,Yes,45.0,Yes,Artist,0.0,average,3.0,6.0,13.219000000000001,-2.378,12.164000000000001,7.891,C
7709,Female,Yes,66.0,No,Engineer,0.0,Average,2.0,4.0,5.931,7.395,1.212,6.085,A
7710,Male,Yes,53.0,Yes,Artist,9.0,Low,2.0,6.0,-2.898,5.4079999999999995,6.507000000000001,7.597,B
7711,Male,No,21.0,No,Doctor,6.0,Low,6.0,7.0,14.607000000000001,10.94,15.158,13.789000000000001,C
7712,Female,Yes,62.0,Yes,Artist,0.0,Low,2.0,6.0,7.104,12.245,9.442,10.82,C
7713,Male,Yes,70.0,No,Executive,1.0,High,2.0,6.0,-0.377,6.377999999999999,2.267,3.145,B
7714,Male,Yes,82.0,Yes,Lawyer,0.0,High,2.0,6.0,3.11,-1.14,9.517000000000001,9.6,D
7715,Female,Yes,39.0,No,Artist,0.0,Average,4.0,0.0,6.419,8.663,6.082999999999999,0.915,A
7716,Male,Yes,49.0,Yes,Doctor,1.0,Average,2.0,1.0,6.254,4.8180000000000005,5.457000000000001,2.7110000000000003,A
7718,Female,Yes,35.0,Yes,Engineer,0.0,Average,2.0,4.0,7.251,7.321000000000001,4.715,19.225,C
7719,Female,Yes,50.0,Yes,Doctor,0.0,Low,3.0,6.0,6.25,8.337,17.827,-0.37799999999999995,C
7720,Male,No,35.0,Yes,Artist,9.0,Low,2.0,3.0,7.941,4.52,5.692,4.7669999999999995,A
7721,Male,Yes,55.0,Yes,Artist,0.0,Average,2.0,6.0,20.74,12.265,14.288,19.327,C
7722,Male,Yes,61.0,No,Artist,1.0,average,2.0,6.0,6.093,13.454,9.668,15.207,C
7723,Male,Yes,26.0,No,Artist,0.0,Low,2.0,6.0,4.396,4.908,6.474,2.028,A
7724,Female,Yes,61.0,No,Lawyer,0.0,average,3.0,6.0,5.687,1.004,3.795,-3.0639999999999996,D
7726,Female,No,25.0,Yes,Artist,13.0,Low,1.0,6.0,5.611000000000001,4.78,4.808,1.226,A
7727,Male,Yes,40.0,No,Executive,1.0,High,3.0,6.0,16.901,-2.5839999999999996,7.466,13.161,C
7728,Male,No,35.0,Yes,Artist,0.0,Low,3.0,4.0,6.7139999999999995,8.006,5.952000000000001,3.891,A
7729,Male,Yes,62.0,No,Executive,9.0,High,3.0,6.0,7.92,6.318,4.675,5.2989999999999995,B
7730,Female,Yes,40.0,Yes,Artist,0.0,Average,3.0,6.0,3.9339999999999997,5.529,3.38,-1.385,B
7731,Female,Yes,49.0,Yes,Artist,9.0,Low,2.0,6.0,2.311,7.497000000000001,7.539,-2.61,B
7732,Female,No,43.0,Yes,Artist,8.0,Low,4.0,6.0,11.790999999999999,10.392000000000001,9.479,15.663,C
7734,Female,No,38.0,Yes,Healthcare,1.0,average,1.0,4.0,6.77,4.448,7.632999999999999,1.3230000000000002,A
7735,Female,No,27.0,No,Engineer,0.0,Low,3.0,6.0,6.888,13.187000000000001,4.436,-1.385,B
7736,Male,No,18.0,No,Healthcare,0.0,Low,3.0,1.0,13.994000000000002,9.777000000000001,5.289,12.908,D
7738,Female,Yes,36.0,Yes,Entertainment,8.0,Low,1.0,6.0,7.202999999999999,5.559,5.502000000000001,3.537,A
7739,Male,No,53.0,Yes,Entertainment,1.0,average,3.0,4.0,8.299,8.231,4.805,3.466,A
7740,Female,No,26.0,Yes,Healthcare,1.0,Low,7.0,2.0,-1.69,4.195,4.189,3.967,B
7741,Male,No,59.0,Yes,Entertainment,0.0,Low,1.0,6.0,7.915,8.166,4.886,8.97,A
7742,Male,Yes,36.0,Yes,Artist,1.0,Average,2.0,2.0,15.867,-0.316,3.825,5.6979999999999995,C
7744,Male,Yes,63.0,Yes,Executive,1.0,High,1.0,6.0,1.925,5.297000000000001,2.7560000000000002,7.007999999999999,B
7745,Female,No,33.0,No,Marketing,1.0,Low,9.0,6.0,8.734,10.520999999999999,13.394,8.992,C
7746,Male,Yes,42.0,No,Executive,2.0,High,4.0,6.0,13.294,-0.601,12.36,10.131,C
7747,Female,Yes,31.0,No,Artist,0.0,Low,3.0,6.0,5.486000000000001,2.952,5.254,5.966,A
7748,Male,No,22.0,No,Healthcare,0.0,average,3.0,7.0,8.243,5.864,2.6689999999999996,-0.764,D
7749,Male,Yes,51.0,Yes,Artist,1.0,Low,2.0,6.0,8.011000000000001,2.267,4.171,4.729,B
7750,Male,No,42.0,Yes,Doctor,8.0,Low,1.0,2.0,0.862,4.224,0.406,2.9560000000000004,B
7751,Male,Yes,28.0,No,Executive,0.0,High,4.0,4.0,8.12,3.6919999999999997,7.093,5.3629999999999995,A
7752,Male,Yes,40.0,Yes,Executive,4.0,High,3.0,6.0,11.895,6.712000000000001,11.579,7.824,C
7753,Male,Yes,62.0,No,Executive,0.0,High,4.0,6.0,6.702999999999999,4.086,3.984,1.6640000000000001,B
7754,Female,No,27.0,Yes,Healthcare,9.0,Low,1.0,6.0,8.588,0.259,-1.751,-1.171,D
7757,Male,Yes,28.0,No,Entertainment,9.0,High,4.0,6.0,16.663,6.64,4.73,0.1,D
7758,Female,No,31.0,No,Healthcare,0.0,Low,5.0,2.0,9.702,-3.0839999999999996,10.870999999999999,7.296,D
7759,Female,Yes,58.0,Yes,Artist,1.0,Average,2.0,6.0,11.409,1.7990000000000002,7.249,9.728,C
7760,Female,No,31.0,Yes,Healthcare,0.0,Low,3.0,2.0,13.092,11.202,8.585,9.542,C
7761,Male,Yes,79.0,No,Entertainment,1.0,Low,1.0,0.0,13.907,6.187,8.077,2.356,D
7762,Male,Yes,52.0,Yes,Executive,1.0,High,4.0,6.0,18.78,2.533,8.634,8.49,C
7763,Female,No,30.0,No,Homemaker,3.0,Low,3.0,6.0,2.842,-1.979,6.062,0.12,D
7764,Male,Yes,42.0,Yes,Executive,1.0,High,3.0,6.0,13.527999999999999,1.8880000000000001,11.742,8.918,C
7765,Female,Yes,43.0,Yes,Artist,1.0,Average,2.0,6.0,-0.915,5.502999999999999,12.515999999999998,0.35,B
7766,Male,No,33.0,Yes,Healthcare,3.0,Low,2.0,2.0,10.238999999999999,2.229,4.102,8.984,D
7767,Female,No,19.0,Yes,Artist,0.0,Low,2.0,6.0,5.915,3.992,4.757,4.034,A
7768,Female,Yes,40.0,Yes,Artist,9.0,Average,2.0,2.0,1.8090000000000002,5.821000000000001,2.904,2.785,B
7769,Male,Yes,67.0,Yes,Entertainment,2.0,average,3.0,6.0,14.207,8.317,9.507,6.437,C
7770,Male,No,22.0,No,Healthcare,0.0,Low,4.0,6.0,10.177,8.799,7.231,-4.7780000000000005,D
7771,Female,Yes,45.0,Yes,Artist,9.0,Low,2.0,6.0,3.077,3.591,4.301,-5.334,B
7772,Female,Yes,60.0,Yes,Artist,4.0,High,3.0,6.0,8.206,12.206,9.692,7.1770000000000005,C
7773,Male,Yes,41.0,Yes,Artist,0.0,Average,3.0,3.0,12.505999999999998,11.169,5.962000000000001,-1.739,D
7774,Male,No,29.0,Yes,Entertainment,0.0,Low,5.0,4.0,10.054,11.065999999999999,11.202,12.436,C
7776,Female,Yes,37.0,No,Engineer,1.0,Average,9.0,4.0,9.535,2.7310000000000003,5.2170000000000005,5.031000000000001,A
7777,Male,No,28.0,No,Healthcare,4.0,Low,5.0,7.0,11.739,10.5,18.033,2.9360000000000004,C
7778,Female,Yes,88.0,Yes,Lawyer,1.0,High,2.0,6.0,13.491,3.49,7.611000000000001,-3.802,C
7779,Male,No,42.0,Yes,Entertainment,2.0,Low,1.0,3.0,7.461,2.469,10.306,2.11,B
7780,Female,No,36.0,Yes,Artist,0.0,Low,1.0,6.0,0.026000000000000002,5.84,-0.526,7.191,B
7781,Female,No,28.0,Yes,Healthcare,8.0,Low,3.0,6.0,3.535,7.855,10.645999999999999,5.301,D
7782,Male,No,23.0,No,Healthcare,1.0,Low,3.0,6.0,15.693,14.179,3.073,7.587000000000001,D
7783,Male,Yes,81.0,No,Executive,0.0,Low,1.0,6.0,9.976,2.615,3.9330000000000003,1.932,D
7784,Female,Yes,82.0,Yes,Lawyer,0.0,average,2.0,6.0,4.632,5.232,-0.33799999999999997,6.647,B
7785,Female,Yes,70.0,Yes,Lawyer,0.0,Low,1.0,6.0,5.7170000000000005,1.3659999999999999,3.475,-0.258,B
7786,Male,Yes,82.0,No,Executive,1.0,Low,1.0,6.0,13.71,7.3,10.016,13.895,D
7787,Female,Yes,38.0,Yes,Artist,5.0,Average,2.0,6.0,1.911,8.45,13.55,5.007,C
7788,Female,No,43.0,Yes,Engineer,9.0,Low,1.0,6.0,5.042,4.163,5.343,5.757999999999999,A
7789,Female,No,42.0,Yes,Artist,8.0,Low,2.0,6.0,1.188,10.397,6.175,-4.167,B
7790,Female,No,29.0,No,Homemaker,1.0,average,3.0,4.0,7.311,7.985,4.8839999999999995,1.683,A
7791,Female,Yes,38.0,Yes,Engineer,9.0,Average,3.0,3.0,17.375,3.9189999999999996,14.642999999999999,9.987,C
7792,Female,No,38.0,Yes,Engineer,0.0,Low,3.0,6.0,4.541,13.785,3.097,10.8,D
7793,Female,No,36.0,Yes,Engineer,7.0,Low,3.0,6.0,10.317,8.607000000000001,6.325,-1.956,D
7794,Male,No,53.0,Yes,Artist,0.0,average,1.0,6.0,7.04,4.828,1.2570000000000001,0.298,B
7795,Male,No,25.0,Yes,Healthcare,0.0,Low,3.0,4.0,10.350999999999999,9.257,1.199,8.174,D
7796,Female,Yes,58.0,Yes,Homemaker,0.0,High,2.0,5.0,2.952,8.361,5.386,-1.002,B
7797,Male,Yes,52.0,Yes,Executive,0.0,average,4.0,6.0,5.489,6.03,8.142999999999999,16.524,C
7798,Female,No,36.0,Yes,Artist,13.0,Low,1.0,6.0,19.006,1.744,-0.62,10.419,D
7799,Male,No,19.0,No,Healthcare,6.0,Low,8.0,7.0,10.227,10.988,6.01,2.461,D
7800,Female,Yes,67.0,Yes,Artist,0.0,High,2.0,6.0,15.161,8.879,6.39,2.366,C
7801,Male,No,31.0,Yes,Healthcare,1.0,Low,4.0,6.0,11.795,1.426,1.8419999999999999,3.3480000000000003,D
7802,Female,No,28.0,Yes,Artist,9.0,Low,1.0,6.0,9.801,7.965,5.461,3.635,A
7803,Male,Yes,65.0,Yes,Artist,1.0,Average,3.0,6.0,5.12,1.764,11.780999999999999,2.048,B
7804,Female,Yes,60.0,Yes,Artist,1.0,High,2.0,6.0,13.882,8.271,11.25,3.944,C
7805,Male,Yes,74.0,Yes,Lawyer,1.0,Low,1.0,6.0,6.983,6.148,11.790999999999999,7.106,D
7806,Female,Yes,52.0,No,Engineer,8.0,Average,4.0,2.0,4.61,-0.258,7.638,-2.524,B
7807,Female,Yes,63.0,Yes,Artist,1.0,average,3.0,6.0,11.699000000000002,11.759,14.770999999999999,15.425999999999998,C
7808,Female,No,18.0,No,Healthcare,12.0,Low,3.0,3.0,12.472000000000001,6.62,6.097,3.342,D
7809,Male,No,25.0,No,Entertainment,0.0,average,3.0,6.0,3.983,8.504,4.644,4.761,A
7811,Male,No,20.0,No,Healthcare,7.0,Low,4.0,2.0,9.41,0.9840000000000001,7.377000000000001,4.0760000000000005,D
7812,Male,Yes,68.0,No,Entertainment,1.0,average,1.0,6.0,3.429,0.419,-1.413,2.235,D
7813,Male,Yes,69.0,Yes,Artist,0.0,Low,1.0,6.0,6.071000000000001,4.1930000000000005,2.793,7.2829999999999995,D
7814,Male,No,31.0,Yes,Entertainment,0.0,Low,5.0,6.0,12.974,13.363,-0.674,7.002000000000001,D
7815,Female,No,43.0,Yes,Doctor,1.0,Low,6.0,7.0,11.707,11.937999999999999,10.584000000000001,10.051,C
7816,Male,Yes,62.0,Yes,Executive,1.0,High,3.0,6.0,16.497,14.036,13.482999999999999,4.4319999999999995,C
7817,Male,Yes,42.0,Yes,Artist,5.0,Average,2.0,6.0,8.47,10.262,3.783,8.843,C
7818,Male,No,25.0,Yes,Healthcare,8.0,Low,3.0,6.0,8.757,3.9419999999999997,8.797,5.901,D
7819,Male,No,23.0,No,Healthcare,0.0,Low,5.0,3.0,6.501,2.208,8.288,-0.406,D
7820,Female,No,21.0,No,Healthcare,5.0,average,5.0,3.0,9.596,11.957,4.611000000000001,2.164,D
7821,Female,No,40.0,No,Marketing,1.0,Low,1.0,6.0,4.583,5.638999999999999,3.051,-0.201,D
7822,Male,No,27.0,No,Healthcare,0.0,Low,1.0,6.0,13.399000000000001,-2.003,3.528,7.82,D
7823,Male,No,32.0,Yes,Healthcare,1.0,Low,3.0,6.0,10.856,9.575,11.69,-0.419,D
7826,Female,No,39.0,No,Healthcare,4.0,Low,3.0,6.0,5.042,3.0439999999999996,5.166,4.687,D
7827,Male,Yes,49.0,Yes,Artist,9.0,Low,1.0,3.0,3.9010000000000002,6.0120000000000005,5.965,2.74,B
7828,Female,Yes,59.0,No,Artist,3.0,Average,4.0,4.0,9.225,4.261,6.1770000000000005,2.998,A
7830,Female,Yes,46.0,Yes,Marketing,1.0,High,3.0,6.0,2.555,1.974,-1.189,2.988,B
7831,Female,Yes,62.0,Yes,Doctor,4.0,Average,3.0,6.0,5.649,9.457,4.098,4.989,B
7832,Female,Yes,36.0,Yes,Homemaker,9.0,average,2.0,4.0,6.695,5.765,5.575,4.757,A
7833,Female,Yes,70.0,Yes,Artist,8.0,average,2.0,6.0,15.262,5.763,13.020999999999999,8.566,C
7834,Female,Yes,58.0,Yes,Artist,1.0,Low,1.0,6.0,6.99,7.309,10.161,1.52,B
7835,Male,Yes,39.0,Yes,Artist,13.0,Low,2.0,6.0,3.2039999999999997,4.319,3.5239999999999996,1.4340000000000002,B
7836,Female,Yes,29.0,Yes,Engineer,1.0,Low,2.0,6.0,8.605,6.315,11.026,-2.209,D
7837,Male,Yes,58.0,Yes,Artist,1.0,Low,2.0,6.0,7.353,1.6440000000000001,4.386,3.037,B
7838,Female,Yes,43.0,Yes,Artist,5.0,Average,2.0,4.0,5.892,6.559,4.27,5.13,A
7840,Male,Yes,40.0,Yes,Artist,8.0,Average,2.0,6.0,8.625,3.197,10.102,5.517,C
7841,Male,Yes,40.0,Yes,Entertainment,1.0,Low,2.0,3.0,5.285,6.938,5.473,6.06,A
7842,Male,No,33.0,No,Engineer,2.0,Low,4.0,3.0,7.572,-2.286,-5.516,10.078,D
7843,Male,Yes,55.0,Yes,Entertainment,2.0,Average,2.0,6.0,13.363,10.102,8.738999999999999,10.722000000000001,C
7844,Male,Yes,28.0,Yes,Healthcare,8.0,High,2.0,6.0,6.792000000000001,7.002999999999999,4.676,4.644,A
7845,Female,No,19.0,No,Doctor,6.0,Low,2.0,3.0,7.1129999999999995,5.444,3.4160000000000004,7.1,A
7846,Female,No,28.0,Yes,Artist,3.0,Low,4.0,2.0,15.585999999999999,5.505,13.299000000000001,4.968,D
7847,Female,Yes,40.0,No,Doctor,2.0,Average,3.0,7.0,12.868,9.636000000000001,8.507,4.36,D
7848,Female,Yes,73.0,Yes,Lawyer,1.0,average,2.0,6.0,3.7939999999999996,11.267999999999999,5.294,1.659,B
7849,Male,Yes,66.0,No,Marketing,1.0,Low,4.0,6.0,10.613,8.52,6.162000000000001,0.516,D
7850,Male,Yes,35.0,No,Engineer,1.0,Average,7.0,4.0,6.537000000000001,2.269,7.4670000000000005,3.3160000000000003,A
7851,Male,Yes,33.0,Yes,Artist,1.0,Low,2.0,6.0,6.754,4.5969999999999995,6.242999999999999,0.905,A
7852,Male,Yes,60.0,Yes,Artist,1.0,Average,2.0,6.0,14.835999999999999,6.63,-0.903,9.76,C
7853,Female,No,19.0,No,Healthcare,0.0,Low,4.0,3.0,11.359000000000002,9.221,-1.3619999999999999,3.866,D
7854,Female,Yes,51.0,Yes,Doctor,0.0,Average,3.0,6.0,5.547999999999999,3.9760000000000004,4.088,2.533,B
7855,Male,Yes,28.0,No,Executive,1.0,High,3.0,6.0,9.417,1.3530000000000002,-4.596,5.915,D
7856,Male,Yes,85.0,Yes,Artist,1.0,Low,1.0,6.0,3.94,6.058,2.8689999999999998,1.34,A
7857,Male,Yes,52.0,Yes,Entertainment,1.0,Average,5.0,6.0,17.053,8.32,12.232999999999999,6.105,C
7858,Female,Yes,55.0,Yes,Engineer,1.0,Low,1.0,3.0,2.03,4.577,6.459,0.331,A
7859,Male,No,30.0,Yes,Doctor,0.0,Low,5.0,2.0,7.098,4.822,6.635,2.57,A
7860,Female,Yes,60.0,Yes,Artist,1.0,Average,2.0,6.0,15.613,12.84,7.246,12.429,C
7861,Female,Yes,41.0,Yes,Artist,1.0,High,5.0,7.0,3.6889999999999996,10.767999999999999,5.501,7.8629999999999995,B
7862,Male,Yes,35.0,Yes,Artist,1.0,Average,2.0,6.0,18.702,3.1289999999999996,11.918,6.837000000000001,C
7863,Female,No,23.0,No,Marketing,0.0,average,4.0,6.0,11.832,9.133,2.67,9.335,D
7864,Male,Yes,88.0,Yes,Artist,0.0,average,2.0,6.0,7.559,4.4319999999999995,7.011,8.943,C
7865,Male,No,19.0,No,Healthcare,1.0,Low,4.0,6.0,15.970999999999998,6.65,1.9569999999999999,5.327999999999999,D
7866,Male,Yes,88.0,Yes,Marketing,0.0,High,2.0,6.0,22.769000000000002,7.5089999999999995,11.519,13.255999999999998,C
7867,Male,Yes,41.0,Yes,Artist,0.0,High,2.0,2.0,0.8220000000000001,5.127000000000001,7.531000000000001,-1.3259999999999998,B
7868,Male,Yes,30.0,No,Healthcare,1.0,Average,4.0,6.0,4.817,3.585,5.5120000000000005,5.074,D
7869,Male,Yes,46.0,No,Artist,1.0,Low,4.0,6.0,-1.578,2.082,3.5,4.292,B
7871,Female,Yes,74.0,No,Artist,5.0,average,2.0,7.0,16.317,7.021,6.492000000000001,8.652999999999999,C
7872,Female,No,28.0,No,Homemaker,8.0,Low,3.0,6.0,1.004,7.33,3.4330000000000003,6.234,D
7873,Female,No,29.0,Yes,Healthcare,0.0,Low,4.0,6.0,20.495,10.376,10.876,8.805,C
7874,Female,No,35.0,Yes,Artist,1.0,Low,1.0,6.0,12.474,9.702,11.172,9.264,C
7875,Female,Yes,35.0,Yes,Homemaker,9.0,Average,2.0,6.0,5.8660000000000005,6.587000000000001,6.942,4.101,A
7876,Female,No,38.0,Yes,Homemaker,0.0,Low,4.0,6.0,-0.384,3.995,5.671,2.412,B
7877,Female,Yes,48.0,Yes,Artist,1.0,Average,7.0,6.0,18.934,-1.432,16.070999999999998,11.564,C
7878,Male,Yes,63.0,No,Executive,1.0,High,3.0,6.0,8.622,0.389,8.915,9.523,C
7880,Male,Yes,76.0,Yes,Lawyer,8.0,High,2.0,6.0,0.968,5.6339999999999995,8.787,3.582,A
7881,Female,Yes,50.0,Yes,Artist,9.0,Low,2.0,6.0,4.573,5.767,0.927,-3.055,B
7882,Female,Yes,87.0,Yes,Lawyer,0.0,Low,2.0,6.0,6.3839999999999995,6.919,3.505,-0.679,B
7883,Male,Yes,62.0,No,Engineer,1.0,Low,5.0,6.0,12.901,5.541,13.04,5.803,D
7884,Male,Yes,38.0,Yes,Entertainment,1.0,Average,4.0,3.0,11.630999999999998,11.437999999999999,4.667,4.05,D
7885,Male,Yes,53.0,Yes,Executive,0.0,Low,2.0,2.0,12.739,10.484000000000002,9.111,7.275,C
7886,Male,Yes,46.0,Yes,Artist,1.0,Average,4.0,3.0,11.027999999999999,13.917,15.524000000000001,18.686,C
7887,Male,Yes,52.0,Yes,Artist,0.0,Low,4.0,6.0,10.086,5.474,15.918,8.347999999999999,C
7888,Female,No,32.0,Yes,Doctor,8.0,Low,1.0,6.0,12.555,0.025,2.748,8.852,D
7889,Female,Yes,53.0,Yes,Artist,1.0,average,2.0,4.0,20.928,0.833,13.100999999999999,8.288,C
7890,Female,No,20.0,No,Entertainment,1.0,Low,5.0,2.0,7.104,4.023,6.77,3.7310000000000003,B
7891,Female,No,51.0,Yes,Doctor,0.0,Low,3.0,6.0,8.974,-1.73,0.43799999999999994,-1.743,B
7892,Female,Yes,56.0,Yes,Artist,2.0,Average,2.0,6.0,8.041,0.9,6.175,1.031,B
7893,Male,No,26.0,No,Doctor,0.0,Low,6.0,4.0,7.404,4.806,2.685,3.412,D
7894,Male,Yes,31.0,Yes,Entertainment,5.0,average,3.0,3.0,7.0920000000000005,9.286,4.761,4.196000000000001,A
7895,Male,No,28.0,Yes,Engineer,0.0,Low,3.0,6.0,18.175,-2.623,8.425,10.540999999999999,C
7896,Female,No,50.0,Yes,Healthcare,1.0,Low,1.0,6.0,10.532,6.13,2.287,7.439,D
7897,Female,Yes,41.0,No,Doctor,0.0,Average,9.0,4.0,10.577,1.34,6.972,2.339,D
7898,Female,Yes,82.0,No,Lawyer,0.0,High,2.0,6.0,1.4469999999999998,3.1260000000000003,2.44,3.9989999999999997,B
7900,Male,No,31.0,No,Healthcare,3.0,Low,9.0,6.0,14.022,10.22,-0.001,3.964,D
7901,Female,No,18.0,No,Healthcare,0.0,Low,6.0,6.0,11.327,3.395,10.052999999999999,2.418,D
7902,Female,No,33.0,No,Doctor,0.0,Low,4.0,6.0,11.282,11.46,6.962000000000001,6.84,D
7903,Male,Yes,38.0,No,Entertainment,0.0,average,2.0,6.0,7.54,4.044,5.047,-3.332,B
7905,Female,Yes,43.0,No,Engineer,9.0,Average,4.0,4.0,4.798,5.093,7.7860000000000005,5.957000000000001,A
7906,Male,Yes,43.0,Yes,Artist,1.0,Average,4.0,6.0,-1.5719999999999998,4.659,-1.521,1.895,B
7907,Female,No,36.0,Yes,Artist,9.0,Low,3.0,4.0,4.3,4.041,4.965,0.25,A
7908,Female,Yes,79.0,Yes,Lawyer,1.0,Low,1.0,6.0,9.272,7.997999999999999,6.791,4.994,D
7909,Female,Yes,50.0,Yes,Artist,9.0,Low,2.0,6.0,9.802,8.924,8.068999999999999,8.414,C
7910,Female,No,48.0,Yes,Marketing,0.0,Low,1.0,7.0,5.811,3.247,4.456,3.077,A
7911,Male,Yes,42.0,Yes,Artist,0.0,Average,3.0,3.0,11.949000000000002,-0.7440000000000001,21.986,4.5089999999999995,C
7912,Female,Yes,67.0,No,Lawyer,1.0,High,4.0,4.0,4.42,2.144,13.117,-3.1319999999999997,D
7913,Male,Yes,56.0,No,Artist,0.0,Low,2.0,0.0,15.897,2.479,9.492,15.492,C
7914,Male,No,27.0,No,Healthcare,0.0,average,4.0,6.0,7.1,15.364,6.454,7.165,D
7915,Male,No,30.0,Yes,Artist,5.0,Low,4.0,6.0,20.848000000000003,14.27,7.723,6.794,C
7916,Female,Yes,47.0,Yes,Entertainment,3.0,Average,3.0,6.0,5.193,5.516,5.287999999999999,2.843,A
7917,Male,Yes,46.0,Yes,Doctor,1.0,Average,2.0,6.0,4.658,4.926,9.638,9.641,C
7919,Female,No,32.0,Yes,Entertainment,1.0,Low,5.0,6.0,9.699,8.562999999999999,10.993,7.252999999999999,D
7920,Female,Yes,89.0,No,Lawyer,1.0,High,2.0,6.0,12.619000000000002,-0.175,6.938,4.334,D
7921,Male,Yes,65.0,Yes,Executive,0.0,Low,4.0,6.0,0.225,2.198,2.634,1.524,B
7923,Male,Yes,79.0,No,Lawyer,8.0,average,2.0,6.0,2.481,5.816,6.218,6.812,A
7924,Male,No,36.0,Yes,Doctor,1.0,Low,1.0,6.0,6.577999999999999,3.766,4.28,2.8819999999999997,A
7925,Male,No,36.0,No,Marketing,1.0,average,4.0,4.0,12.169,13.065,10.6,1.403,D
7926,Female,Yes,72.0,Yes,Lawyer,1.0,High,3.0,6.0,5.385,10.927999999999999,16.224,15.702,C
7927,Female,No,27.0,No,Healthcare,9.0,Low,5.0,7.0,7.437,5.95,6.093999999999999,3.508,A
7928,Male,Yes,53.0,Yes,Executive,9.0,High,4.0,6.0,11.956,8.993,0.889,21.041999999999998,C
7929,Female,No,27.0,Yes,Healthcare,1.0,Low,5.0,4.0,2.7880000000000003,2.985,1.611,3.194,B
7931,Male,Yes,77.0,Yes,Lawyer,1.0,High,2.0,6.0,2.262,8.017000000000001,7.819,5.771,A
7932,Female,No,40.0,Yes,Healthcare,1.0,average,3.0,6.0,6.045,3.79,8.333,5.346,D
7933,Male,No,30.0,No,Healthcare,1.0,Low,4.0,6.0,2.239,6.017,10.525,7.313,B
7934,Male,No,23.0,No,Engineer,0.0,Low,4.0,4.0,14.115,12.298,0.9740000000000001,-0.312,D
7936,Female,No,25.0,No,Marketing,0.0,Low,4.0,6.0,11.338,9.511000000000001,10.405999999999999,4.095,C
7937,Female,No,46.0,Yes,Doctor,6.0,Low,3.0,6.0,14.915999999999999,3.7960000000000003,5.4879999999999995,0.266,C
7938,Male,Yes,46.0,Yes,Artist,1.0,Low,2.0,6.0,8.174,3.8489999999999998,4.349,-8.168,B
7939,Male,Yes,38.0,Yes,Executive,0.0,average,6.0,6.0,6.356,2.824,5.914,2.142,A
7940,Male,No,25.0,No,Healthcare,0.0,Low,2.0,3.0,-1.6230000000000002,6.625,4.3260000000000005,-4.357,B
7941,Male,No,22.0,No,Healthcare,1.0,Low,5.0,4.0,12.699000000000002,-0.725,2.195,3.614,D
7942,Female,Yes,37.0,Yes,Lawyer,1.0,average,2.0,6.0,13.966,6.2589999999999995,5.183,1.6640000000000001,C
